sampels,sampels_1,BPA_ID,Sample Site,Depth_BIN,Depth_MLD,Depth,Water.mass,Latitude (decimal degrees),Depth (m),T,S,O2,Si,NO3,NO2,PO4,NH4,Chl c3,Chl c2,Chl c1,Chlide a,Phide a,Perid,But-fuco,Fuco,Neo,Pras,Viola,Hex-fuco,Astax,Diadino,Allo,Diato,Zea,Lut,DV chl b,Chl b,DV Chl a,Tot. MV Chl a,carotene mix,Micro,Nano,Pico,T.Pig,PON_nmol.L,POC_nmol.L,d15N,d13C,C:N,NO3.Up,NH4.Up,P.P.,N2_Fix,C_ug.L,N_ug.L,Domint WM Category,Secondary WM Category,Stn_nbr,Depth_m,Longitude,SW,PEW,EQ13W,SAMW,AAIW,UCDW,LCDW,NPDW,AABW,total%,Date sampled (YYYY-MM-DD),Time sampled (hh:mm),Subset,SubsetDepth,Longitude (decimal degrees),GO_SHIPS_CTD_no,Bottom depth,Pressure bottle,number,ID,NCBI_Submission,NCBI Sample Accession,Organism,Tax ID,Sampleme_depth,NCBI BioProject,DayLength,Stratificaiton..Tsurface.Tsample.,NRS_Location_code; Voyage_code,geo_loc (country:subregion),Oxygen (_mol/L) Lab,Chlf: CTD,Salinity [PSU] Lab,Biomass (mg/m3),Microplankotn,noplankton,Picoplankton,d13C,Total CO2 (_mol/kg),Total alkalinity (_mol/kg),"Total Bacteria
 (cells/mL)","Bacteria and Not Phototrophs
 (cells/mL)"
G36974,P15S_2034,36974,2034,3,1,Depth_3,Southern Ocean,-57.502917,60.5,3.645,33.911,316.1,8,24.44,0.24,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,EQ13W,101,39.1,-170.00235,0,0.914,0.073,0,0,0,0,0,0,0.987,42534,0.78125,3,0,-170.00235,101,5273,39.1,971,102.100.100/37425,TRUE,SAMN08219221,marine metagenome,408172,102.100.100/37425_39,PRJ385736,661,0.596,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,204.6,0.29,35.6608,,0.128337681,0.313473371,0.533254172,,2137.8,2269,,
G36980,P15S_2132,36980,2132,3,1,Depth_3,Southern Ocean,-57.0067,90.4,3.783,33.913,314.3,7.47,24.17,0.23,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,EQ13W,101,88.8,-170.00235,0,0.95,0,0,0,0,0,0,0,0.95,42534,0.78125,3,0,-170.00235,101,5273,88.8,970,102.100.100/37424,TRUE,SAMN08219220,marine metagenome,408172,102.100.100/37424_88,PRJ385736,661,0.842,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,204.7,0.47,35.7301,,0.101653439,0.460527226,0.417783693,,,2272.5,,
G36986,P15S_2232,36986,2232,3,1,Depth_3,Southern Ocean,-56.495217,101.1,3.954,33.924,312.3,6.96,23.82,0.23,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,EQ13W,102,5,-170.00035,0,0.925,0.068,0,0,0,0,0,0,0.993,42535,0.049305556,3,0,-170.00035,102,4928,5,245,102.100.100/34462,FALSE,,,,,,663,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,202,0.17,35.4683,0.0381,0.114585186,0.296498209,0.558760704,,,,,
G36992,P15S_2333,36992,2333,3,1,Depth_3,Southern Ocean,-56.000533,85.1,3.971,33.919,312.5,6.84,23.74,0.23,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,EQ13W,102,23.1,-170.00035,0,0.934,0.06,0,0,0,0,0,0,0.994,42535,0.049305556,3,0,-170.00035,102,4928,23.1,977,102.100.100/37431,TRUE,SAMN08219227,marine metagenome,408172,102.100.100/37431_23,PRJ385736,663,0.008,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,201.9,0.14,35.4681,,0.119543329,0.296869728,0.555879406,,2137,2271.8,,
G36998,P15S_2433,36998,2433,3,1,Depth_3,Southern Ocean,-55.5058,64.6,4.248,33.923,311.1,6.45,23.4,0.25,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,EQ13W,102,75.3,-170.00035,0,0.958,0,0,0,0,0,0,0,0.958,42535,0.049305556,3,0,-170.00035,102,4928,75.3,976,102.100.100/37430,TRUE,SAMN08219226,marine metagenome,408172,102.100.100/37430_75,PRJ385736,663,0.459,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,204.5,0.4,35.6691,,0.058650933,0.243383054,0.666073092,,,,,
G37004,P15S_2533,37004,2533,3,1,Depth_3,Southern Ocean,-54.99755,75.2,4.523,33.957,307,6.32,22.98,0.23,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,EQ13W,103,5.2,-170.00107,0,0.96,0,0,0,0,0,0,0,0.96,42535,0.434722222,3,0,-170.00107,103,5030,5.2,246,102.100.100/34463,FALSE,,,,,,665,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,201.1,0.17,35.433,0.0337,0.043583098,0.194565867,0.733961807,,2132.4,2273.8,,
G37010,P15S_2634,37010,2634,3,1,Depth_3,Southern Ocean,-54.498483,60.3,6.06,34.127,297.1,4.92,19.84,0.24,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,EQ13W,103,62,-170.00107,0,0.965,0,0,0,0,0,0,0,0.965,42535,0.434722222,3,0,-170.00107,103,5030,62,980,102.100.100/37434,TRUE,SAMN08219230,marine metagenome,408172,102.100.100/37434_62,PRJ385736,665,0.243,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,201.5,0.22,35.4832,,0.062236298,0.196769093,0.716713287,,,,,
G34659,P15S_2730,34659,2730,3,1,Depth_3,Southern Ocean,-53.992383,185,6.071,34.198,282.6,7.6,21.75,0.05,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,EQ13W,103,86.8,-170.00107,0,0.967,0,0,0,0,0,0,0,0.967,42535,0.434722222,3,0,-170.00107,103,5030,86.8,979,102.100.100/37433,TRUE,SAMN08219229,marine metagenome,408172,102.100.100/37433_86,PRJ385736,665,0.188,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,200.3,0.32,35.7124,,0.060234411,0.201958544,0.714397376,,2138.9,2274.7,,
G34665,P15S_2832,34665,2832,3,1,Depth_3,Southern Ocean,-53.5009,99.6,7.041,34.185,290,3.9,18.02,0.27,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,EQ13W,104,6.1,-170.00125,0,0.92,0.077,0,0,0,0,0,0,0.997,42535,0.7,3,0,-170.00125,104,5012,6.1,247,102.100.100/34464,FALSE,,,,,,667,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,201.7,0.12,35.4458,,0.068426115,0.05124098,0.858372485,,,,,
G37016,P15S_2934,37016,2934,3,1,Depth_3,Southern Ocean,-53.003483,61,7.103,34.181,290.4,3.9,17.9,0.28,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,EQ13W,104,41,-170.00125,0,0.94,0.058,0,0,0,0,0,0,0.998,42535,0.7,3,0,-170.00125,104,5012,41,986,102.100.100/37440,TRUE,SAMN08219236,marine metagenome,408172,102.100.100/37440_41,PRJ385736,667,-0.015,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,201.6,,35.4458,,0.085548828,0.110344158,0.78691636,,2115.8,2276.6,,
G37022,P15S_3033,37022,3033,3,1,Depth_3,Southern Ocean,-52.503917,65,7.049,34.187,290.4,3.94,18.03,0.25,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,EQ13W,104,90.6,-170.00125,0,0.968,0,0,0,0,0,0,0,0.968,42535,0.7,3,0,-170.00125,104,5012,90.6,395,102.100.100/34612,FALSE,,,,,,667,0.192,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,200.8,0.48,35.8826,,0.101266907,0.045886723,0.833180632,,,,,
G37028,P15S_3132,37028,3132,3,1,Depth_3,Southern Ocean,-52.002417,99.7,7.993,34.278,283.7,2.85,15.39,0.28,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,EQ13W,105,4.8,-170.00038,0,1.001,0,0,0,0,0,0,0,1.001,42535,0.973611111,3,0,-170.00038,105,5141,4.8,248,102.100.100/34465,FALSE,,,,,,669,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,200.2,0.15,35.4394,0.033,0.079675658,0.125971335,0.775146385,,2112.7,2281.4,,
G37034,P15S_3234,37034,3234,3,1,Depth_3,STF,-51.491767,62.4,8.559,34.346,280.1,2.51,13.73,0.25,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,EQ13W,105,54.6,-170.00038,0,1,0,0,0,0,0,0,0,1,42535,0.973611111,3,0,-170.00038,105,5141,54.6,396,102.100.100/34613,FALSE,,,,,,669,0.069,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,200.3,,35.4487,,0.112191944,0.038642447,0.83260456,,,,,
G37040,P15S_3333,37040,3333,3,1,Depth_3,STF,-51.002167,62.8,7.944,34.275,284.1,2.74,15.5,0.26,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,EQ13W,105,127.1,-170.00038,0,0.997,0,0,0,0,0,0,0,0.997,42535,0.973611111,3,0,-170.00038,105,5141,127.1,992,102.100.100/37446,TRUE,SAMN08219242,marine metagenome,408172,102.100.100/37446_127,PRJ385736,669,3.05,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,179.5,0.82,36.0371,,,,,,,,,
G37046,P15S_3432,37046,3432,3,1,Depth_3,STF,-50.498133,98.3,8.447,34.32,275.5,2.85,15.32,0.2,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,EQ13W,106,5.1,-170.00158,0,0.93,0.07,0,0,0,0,0,0,1,42536,0.251388889,3,0,-170.00158,106,5152,5.1,249,102.100.100/34466,FALSE,,,,,,670,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,198.8,0.15,35.3934,0.0339,,,,,,,,
G37052,P15S_3533,37052,3533,3,1,Depth_3,STF,-50.00695,85.8,9.012,34.31,277.2,2.53,14.64,0.27,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,EQ13W,106,35.9,-170.00158,0,0.947,0.053,0,0,0,0,0,0,1,42536,0.251388889,3,0,-170.00158,106,5152,35.9,998,102.100.100/37452,TRUE,SAMN08219248,marine metagenome,408172,102.100.100/37452_35,PRJ385736,670,0.211,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,199.5,0.16,36.0202,,0.06241526,0.102893532,0.8201165,,2110.6,2280.3,,
G37058,P15S_3633,37058,3633,3,1,Depth_3,STF,-49.4991,63.2,9.017,34.284,278.6,2.15,14.3,0.29,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,EQ13W,106,85.9,-170.00158,0,0.974,0,0,0,0,0,0,0,0.974,42536,0.251388889,3,0,-170.00158,106,5152,85.9,397,102.100.100/34614,FALSE,,,,,,670,1.381,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,192.8,0.63,36.0437,,0.081736366,0.074784457,0.827859084,,,,,
G37064,P15S_3733,37064,3733,3,1,Depth_3,STF,-48.9954,76.6,10.264,34.499,269.4,1.51,10.49,0.32,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,107,5,-170.00097,0,0.968,0,0,0,0,0,0,0,0.968,42536,0.534722222,3,0,-170.00097,107,5096,5,250,102.100.100/34467,FALSE,,,,,,672,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,196.8,0.21,35.0554,0.0492,,,,,2097.7,2288.7,,
G34671,P15S_3834,34671,3834,3,1,Depth_3,STF,-48.502467,60,10.296,34.483,269.6,1.54,10.15,0.27,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,107,42.2,-170.00097,0,0.972,0,0,0,0,0,0,0,0.972,42536,0.534722222,3,0,-170.00097,107,5096,42.2,1004,102.100.100/37458,TRUE,SAMN08219254,marine metagenome,408172,102.100.100/37458_42,PRJ385736,672,0.03,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,198,0.21,35.091,,0.033513339,0.013628483,0.9470174,,,,,
G34677,P15S_3933,34677,3933,3,1,Depth_3,STF,-47.99455,65,11.471,34.619,262,0.88,6.67,0.3,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,107,68.5,-170.00097,0,0.975,0,0,0,0,0,0,0,0.975,42536,0.534722222,3,0,-170.00097,107,5096,68.5,398,102.100.100/34615,FALSE,,,,,,672,0.811,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,197.6,0.42,35.9791,,0.034821501,0.017190158,0.94062113,,2090,2295.2,,
G37070,P15S_4033,37070,4033,3,1,Depth_3,STF,-47.499267,50.7,11.684,34.621,261.6,0.87,6.45,0.3,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,108,4.6,-169.99993,0,1,0,0,0,0,0,0,0,1,42536,0.786805556,3,0,-169.99993,108,4830,4.6,251,102.100.100/34468,FALSE,,,,,,674,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,197,0.24,35.0003,,,,,,,,,
G37076,P15S_4134,37076,4134,3,1,Depth_3,STF,-47.112133,59.8,11.401,34.671,262.7,0.96,6.23,0.32,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,108,23.7,-169.99993,0,1,0,0,0,0,0,0,0,1,42536,0.786805556,3,0,-169.99993,108,4830,23.7,1010,102.100.100/37464,TRUE,SAMN08219260,marine metagenome,408172,102.100.100/37464_23,PRJ385736,674,-0.006,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,196.3,0.26,34.9979,,,,,,2091.3,2296.4,,
G37082,P15S_4233,37082,4233,3,1,Depth_3,STF,-46.7187,64.2,11.519,34.681,261.5,0.91,5.95,0.32,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,108,50.7,-169.99993,0,1.001,0,0,0,0,0,0,0,1.001,42536,0.786805556,3,0,-169.99993,108,4830,50.7,399,102.100.100/34616,FALSE,,,,,,674,0.085,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,195,0.5,35.3585,,0,0,1,,,,,
G37088,P15S_4333,37088,4333,3,1,Depth_3,STF,-46.328533,74.4,11.802,34.673,260.9,0.74,5.48,0.29,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,109,5.6,-169.99822,0,0.971,0,0,0,0,0,0,0,0.971,42536,0.977777778,3,0,-169.99822,109,3348,5.6,252,102.100.100/34469,FALSE,,,,,,676,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,196,0.35,34.9787,0.076,0.031686381,0.016186586,0.945189925,,,,,
G37094,P15S_4433,37094,4433,3,1,Depth_3,STF,-45.176767,84.6,12.402,34.73,258.5,0.48,4.08,0.28,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,109,35.1,-169.99822,0,0.973,0,0,0,0,0,0,0,0.973,42536,0.977777778,3,0,-169.99822,109,3348,35.1,1016,102.100.100/37470,TRUE,SAMN08219266,marine metagenome,408172,102.100.100/37470_35,PRJ385736,676,0.426,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,197.6,0.5,35.0625,,0.028972309,0.009762355,0.957081469,,,,,
G37100,P15S_4532,37100,4532,3,1,Depth_3,STF,-44.834983,91.2,12.531,34.733,257.3,0.59,3.67,0.32,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,109,61.2,-169.99822,0,0.974,0,0,0,0,0,0,0,0.974,42536,0.977777778,3,0,-169.99822,109,3348,61.2,400,102.100.100/34617,FALSE,,,,,,676,1.413,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,189.1,0.75,35.9645,,,,,,2081.9,2299.3,,
G37106,P15S_4632,37106,4632,3,1,Depth_3,STF,-44.522333,73.2,12.643,34.737,257.2,0.38,3.53,0.31,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,110,5,-169.996,0,0.979,0,0,0,0,0,0,0,0.979,42537,0.198611111,3,0,-169.996,110,3545,5,253,102.100.100/34470,FALSE,,,,,,677,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,196.4,0.29,34.9752,0.0557,0,0,1,,,,,
G37112,P15S_4733,37112,4733,3,1,Depth_3,STF,-44.328417,82.6,12.422,34.703,264.8,0.56,4.04,0.34,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,110,41.5,-169.996,0,0.981,0,0,0,0,0,0,0,0.981,42537,0.198611111,3,0,-169.996,110,3545,41.5,1022,102.100.100/37476,TRUE,SAMN08219272,marine metagenome,408172,102.100.100/37476_41,PRJ385736,677,0.711,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,198.2,0.22,35.0697,,0.024804322,0.014216115,0.954886942,,,,,
G37118,P15S_4825,37118,4825,3,1,Depth_3,STF,-44.1559,88.8,13.288,34.849,259.8,0.54,2.4,0.27,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,110,61.2,-169.996,0,0.982,0,0,0,0,0,0,0,0.982,42537,0.198611111,3,0,-169.996,110,3545,61.2,1021,102.100.100/37475,TRUE,SAMN08219271,marine metagenome,408172,102.100.100/37475_61,PRJ385736,677,0.689,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,195.8,0.73,36.0407,,0.111887694,0.119053735,0.759268167,,2083.6,2304.8,,
G37124,P15S_4933,37124,4933,3,1,Depth_3,STF,-42.932233,74.6,14.042,35.029,248.3,0.95,3.15,0.18,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,111,4.8,-169.99773,0,1.001,0,0,0,0,0,0,0,1.001,42537,0.389583333,3,0,-169.99773,111,2974,4.8,254,102.100.100/34471,FALSE,,,,,,678,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,195.3,0.23,34.9422,,0.127142878,0.118835477,0.745708564,,,,,
G37130,P15S_5033,37130,5033,3,1,Depth_3,STF,-42.75055,74.1,14.12,35.024,253.2,0.77,1.85,0.25,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,111,24.9,-169.99773,0,1,0,0,0,0,0,0,0,1,42537,0.389583333,3,0,-169.99773,111,2974,24.9,1028,102.100.100/37482,TRUE,SAMN08219278,marine metagenome,408172,102.100.100/37482_24,PRJ385736,678,0.045,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,195.2,0.23,34.9602,,0.137135254,0.156487729,0.692728096,,2080.7,2312.8,,
G37136,P15S_5133,37136,5133,3,1,Depth_3,STF,-42.39617,66,15.093,35.106,245.3,0.43,0.66,0.22,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,111,50.6,-169.99773,0,1,0,0,0,0,0,0,0,1,42537,0.389583333,3,0,-169.99773,111,2974,50.6,402,102.100.100/34619,FALSE,,,,,,678,0.234,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,193.2,1.37,35.4581,,,,,,,,,
G37142,P15S_5234,37142,5234,3,1,Depth_3,STF,-42.169,50.6,15.252,35.086,244.9,0.31,0.62,0.23,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,112,6,-169.999,0,1.001,0,0,0,0,0,0,0,1.001,42537,0.601388889,3,0,-169.999,112,4337,6,1034,102.100.100/37488,TRUE,SAMN08363561,marine metagenome,408172,102.100.100/37488_6,PRJ385736,680,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,,,,,,,,,,,,
G37147,P15S_5334,37147,5334,3,1,Depth_3,STF,-41.72763,59.4,15.591,35.157,242.6,0.74,0.64,0.23,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,113,5.9,-170.00263,0,0.978,0,0,0,0,0,0,0,0.978,42537,0.822916667,3,0,-170.00263,113,4890,5.9,255,102.100.100/34472,FALSE,,,,,,681,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,194.3,0.34,34.9768,,,,,,2072.3,2314.9,,
G37153,P15S_5433,37153,5433,3,1,Depth_3,STF,-41.27282,62,15.413,35.112,243.7,0.21,0.13,0.1,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,113,41.5,-170.00263,0,0.98,0,0,0,0,0,0,0,0.98,42537,0.822916667,3,0,-170.00263,113,4890,41.5,1040,102.100.100/37494,TRUE,SAMN08363567,marine metagenome,408172,102.100.100/37494_41,PRJ385736,681,0.098,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,189.8,0.66,35.3465,,,,,,2072.3,2314.8,,
G37159,P15S_5534,37159,5534,3,1,Depth_3,STF,-40.83538,50.8,15.401,35.115,243.9,0.22,0.17,0.11,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,113,65.8,-170.00263,0,0.982,0,0,0,0,0,0,0,0.982,42537,0.822916667,3,0,-170.00263,113,4890,65.8,403,102.100.100/34620,FALSE,,,,,,681,1.674,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,168.3,1.06,36.0116,,,,,,2071.9,2313.5,,
G37165,P15S_5634,37165,5634,3,1,Depth_3,STF,-40.39737,61.1,15.455,35.151,243.1,0.33,0.19,0.12,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,114,5.7,-169.99823,0,1,0,0,0,0,0,0,0,1,42538,0.101388889,3,0,-169.99823,114,4979,5.7,256,102.100.100/34473,FALSE,,,,,,683,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,193.9,0.16,34.8744,0.0427,,,,,,,,
G37171,P15S_5733,37171,5733,3,1,Depth_3,SPSG,-39.96945,67.3,15.629,35.18,241.7,0.39,0.15,0.08,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,114,23.7,-169.99823,0,1,0,0,0,0,0,0,0,1,42538,0.101388889,3,0,-169.99823,114,4979,23.7,1046,102.100.100/37500,TRUE,SAMN08363573,marine metagenome,408172,102.100.100/37500_23,PRJ385736,683,0.086,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,194,0.23,34.9007,,,,,,2071.5,2318.2,,
G37177,P15S_5834,37177,5834,3,1,Depth_3,SPSG,-39.51513,51.7,16.225,35.302,237.3,0.24,0.1,0.06,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,114,49.8,-169.99823,0,1.001,0,0,0,0,0,0,0,1.001,42538,0.101388889,3,0,-169.99823,114,4979,49.8,1045,102.100.100/37499,TRUE,SAMN08363572,marine metagenome,408172,102.100.100/37499_49,PRJ385736,683,0.072,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,190.7,0.39,35.2632,,,,,,,,,
G37183,P15S_5934,37183,5934,3,1,Depth_3,SPSG,-39.07282,59.5,16.587,35.275,236.2,0.22,0.03,0.01,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,115,5,-169.99903,0,1,0,0,0,0,0,0,0,1,42538,0.373611111,3,0,-169.99903,115,5012,5,257,102.100.100/34474,FALSE,,,,,,685,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,193.4,0.12,34.7528,0.0329,,,,,,,,
G37189,P15S_6033,37189,6033,3,1,Depth_3,SPSG,-38.6344,65.4,16.785,35.291,234.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,115,36,-169.99903,0,1,0,0,0,0,0,0,0,1,42538,0.373611111,3,0,-169.99903,115,5012,36,1052,102.100.100/37506,TRUE,SAMN08363579,marine metagenome,408172,102.100.100/37506_36,PRJ385736,685,-0.022,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,193.9,0.15,34.9249,,,,,,,,,
G37195,P15S_6133,37195,6133,3,1,Depth_3,SPSG,-38.19017,74.9,17.081,35.324,233.7,0.4,0.02,0.01,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,116,5.9,-170.00237,0,0.992,0,0,0,0,0,0,0,0.992,42538,0.647916667,3,0,-170.00237,116,5091,5.9,258,102.100.100/34475,FALSE,,,,,,687,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,193.6,0.11,34.6818,,,,,,2068.1,2321.8,,
G37201,P15S_6234,37201,6234,3,1,Depth_3,SPSG,-37.7638,59.2,16.663,35.215,235.2,0.22,0.02,0.01,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,116,40.5,-170.00237,0,0.993,0,0,0,0,0,0,0,0.993,42538,0.647916667,3,0,-170.00237,116,5091,40.5,1058,102.100.100/37512,TRUE,SAMN08363585,marine metagenome,408172,102.100.100/37512_40,PRJ385736,687,-0.01,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,193.3,0.12,34.6953,,,,,,,,,
G34573,P15S_6433,34573,6433,3,1,Depth_3,SPSG,-36.87545,73.9,15.633,35.194,244.8,0.35,0.81,0.17,0.23,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,116,65.5,-170.00237,0,0.993,0,0,0,0,0,0,0,0.993,42538,0.647916667,3,0,-170.00237,116,5091,65.5,406,102.100.100/34623,FALSE,,,,,,687,-0.119,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,193.4,0.19,35.3255,,,,,,2080.8,2313.9,,
G34574,P15S_6533,34574,6533,3,1,Depth_3,SPSG,-36.45077,86.1,17.897,35.387,236.2,0.14,0.28,0.06,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,117,5.7,-169.99913,0,1,0,0,0,0,0,0,0,1,42538,0.9125,3,0,-169.99913,117,5069,5.7,259,102.100.100/34476,FALSE,,,,,,689,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,193.3,0.14,34.7096,,,,,,,,,
G37219,P15S_6633,37219,6633,3,1,Depth_3,SPSG,-36.0069,66.3,18.199,35.505,233.5,0.33,0.02,0.001,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,117,25.5,-169.99913,0,0.999,0,0,0,0,0,0,0,0.999,42538,0.9125,3,0,-169.99913,117,5069,25.5,1064,102.100.100/37518,TRUE,SAMN08363591,marine metagenome,408172,102.100.100/37518_25,PRJ385736,689,0.001,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,193.2,0.14,34.7143,,,,,,2064.9,2332.4,,
G37225,P15S_6734,37225,6734,3,1,Depth_3,SPSG,-35.68073,50.4,18.045,35.446,234.5,0.19,0.01,0.001,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,,117,75.8,-169.99913,0,0.994,0,0,0,0,0,0,0,0.994,42538,0.9125,3,0,-169.99913,117,5069,75.8,407,102.100.100/34624,FALSE,,,,,,689,1.396,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,164.2,0.37,35.9247,,,,,,,,,
